Regiao,Produto,Vendas
Norte,Produto_A,2828
Norte,Produto_A,2602
Norte,Produto_A,189
Norte,Produto_A,2006
Norte,Produto_A,3848
Norte,Produto_A,432
Norte,Produto_A,3690
Norte,Produto_A,623
Norte,Produto_A,410
Norte,Produto_A,4843
Norte,Produto_A,3971
Norte,Produto_A,2504
Norte,Produto_A,2588
Norte,Produto_A,2858
Norte,Produto_A,4567
Norte,Produto_A,3422
Norte,Produto_A,2279
Norte,Produto_A,432
Norte,Produto_A,2803
Norte,Produto_A,2568
Norte,Produto_A,2827
Norte,Produto_A,3346
Norte,Produto_A,2628
Norte,Produto_A,2962
Norte,Produto_A,1114
Norte,Produto_A,2542
Norte,Produto_A,1447
Norte,Produto_A,4811
Norte,Produto_A,895
Norte,Produto_A,1047
Norte,Produto_A,604
Norte,Produto_A,4821
Norte,Produto_A,3043
Norte,Produto_A,2956
Norte,Produto_A,1443
Norte,Produto_A,2382
Norte,Produto_A,594
Norte,Produto_A,2190
Norte,Produto_A,1396
Norte,Produto_A,4094
Norte,Produto_A,2255
Norte,Produto_A,4992
Norte,Produto_A,2536
Norte,Produto_A,2375
Norte,Produto_A,565
Norte,Produto_A,2882
Norte,Produto_A,1059
Norte,Produto_A,534
Norte,Produto_A,2131
Norte,Produto_A,4079
Norte,Produto_A,2613
Norte,Produto_A,924
Norte,Produto_A,4104
Norte,Produto_A,477
Norte,Produto_A,4388
Norte,Produto_A,626
Norte,Produto_A,2126
Norte,Produto_A,1287
Norte,Produto_A,3585
Norte,Produto_A,426
Norte,Produto_A,4791
Norte,Produto_A,1490
Norte,Produto_A,3795
Norte,Produto_A,4208
Norte,Produto_A,4873
Norte,Produto_A,795
Norte,Produto_A,2936
Norte,Produto_A,3727
Norte,Produto_A,1474
Norte,Produto_A,3155
Norte,Produto_A,2645
Norte,Produto_A,4059
Norte,Produto_A,485
Norte,Produto_A,4934
Norte,Produto_A,1901
Norte,Produto_A,1730
Norte,Produto_A,2067
Norte,Produto_A,1394
Norte,Produto_A,1464
Norte,Produto_A,4157
Norte,Produto_A,2262
Norte,Produto_A,2884
Norte,Produto_A,4742
Norte,Produto_A,707
Norte,Produto_A,3732
Norte,Produto_A,1772
Norte,Produto_A,2607
Norte,Produto_A,1377
Norte,Produto_A,2037
Norte,Produto_A,1555
Norte,Produto_A,3722
Norte,Produto_A,445
Norte,Produto_A,4837
Norte,Produto_A,4227
Norte,Produto_A,180
Norte,Produto_A,2068
Norte,Produto_A,858
Norte,Produto_A,696
Norte,Produto_A,3637
Norte,Produto_A,1898
Norte,Produto_A,2987
Norte,Produto_A,4871
Norte,Produto_A,2211
Norte,Produto_A,2687
Norte,Produto_A,1873
Norte,Produto_A,2211
Norte,Produto_A,1800
Norte,Produto_A,1399
Norte,Produto_A,2588
Norte,Produto_A,2463
Norte,Produto_A,1803
Norte,Produto_A,4582
Norte,Produto_A,165
Norte,Produto_A,716
Norte,Produto_A,1484
Norte,Produto_A,1583
Norte,Produto_A,2791
Norte,Produto_A,2566
Norte,Produto_A,1001
Norte,Produto_A,324
Norte,Produto_A,2292
Norte,Produto_A,1452
Norte,Produto_A,3461
Norte,Produto_A,3989
Norte,Produto_A,1924
Norte,Produto_A,2680
Norte,Produto_A,3072
Norte,Produto_A,995
Norte,Produto_A,2012
Norte,Produto_A,2436
Norte,Produto_A,4145
Norte,Produto_A,2921
Norte,Produto_A,3880
Norte,Produto_A,3714
Norte,Produto_A,1494
Norte,Produto_A,4537
Norte,Produto_A,4642
Norte,Produto_A,62
Norte,Produto_A,83
Norte,Produto_A,647
Norte,Produto_A,3845
Norte,Produto_A,310
Norte,Produto_A,1917
Norte,Produto_A,3490
Norte,Produto_A,1507
Norte,Produto_A,2748
Norte,Produto_A,3002
Norte,Produto_A,2243
Norte,Produto_A,4254
Norte,Produto_A,4635
Norte,Produto_A,3898
Norte,Produto_A,4072
Norte,Produto_A,3399
Norte,Produto_A,2459
Norte,Produto_A,2555
Norte,Produto_A,2333
Norte,Produto_A,2279
Norte,Produto_A,4429
Norte,Produto_A,3362
Norte,Produto_A,1475
Norte,Produto_A,4482
Norte,Produto_A,3970
Norte,Produto_A,4059
Norte,Produto_A,2519
Norte,Produto_A,1453
Norte,Produto_A,4237
Norte,Produto_A,2795
Norte,Produto_A,986
Norte,Produto_A,1985
Norte,Produto_A,3997
Norte,Produto_A,4164
Norte,Produto_A,4534
Norte,Produto_A,721
Norte,Produto_A,133
Norte,Produto_A,3605
Norte,Produto_A,2192
Norte,Produto_A,4475
Norte,Produto_A,4198
Norte,Produto_A,357
Norte,Produto_A,3241
Norte,Produto_A,4567
Norte,Produto_A,1782
Norte,Produto_A,2448
Norte,Produto_A,3214
Norte,Produto_A,4101
Norte,Produto_A,848
Norte,Produto_A,3617
Norte,Produto_A,3998
Norte,Produto_A,3848
Norte,Produto_A,801
Norte,Produto_A,174
Norte,Produto_A,3963
Norte,Produto_A,1139
Norte,Produto_A,3014
Norte,Produto_A,1891
Norte,Produto_A,1126
Norte,Produto_A,1534
Norte,Produto_A,4382
Norte,Produto_A,797
Norte,Produto_A,886
Norte,Produto_A,48
Norte,Produto_A,558
Norte,Produto_A,2056
Norte,Produto_A,3625
Norte,Produto_A,4195
Norte,Produto_A,4565
Norte,Produto_A,1514
Norte,Produto_A,819
Norte,Produto_A,139
Norte,Produto_A,2736
Norte,Produto_A,1204
Norte,Produto_A,1149
Norte,Produto_A,2331
Norte,Produto_A,2278
Norte,Produto_A,3720
Norte,Produto_A,3427
Norte,Produto_A,199
Norte,Produto_A,4559
Norte,Produto_A,4785
Norte,Produto_A,281
Norte,Produto_A,83
Norte,Produto_A,900
Norte,Produto_A,1657
Norte,Produto_A,2683
Norte,Produto_A,3356
Norte,Produto_A,4028
Norte,Produto_A,1312
Norte,Produto_A,3282
Norte,Produto_A,4341
Norte,Produto_A,2386
Norte,Produto_A,32
Norte,Produto_A,2297
Norte,Produto_A,304
Norte,Produto_A,2119
Norte,Produto_A,1665
Norte,Produto_A,2819
Norte,Produto_A,2358
Norte,Produto_A,1655
Norte,Produto_A,4043
Norte,Produto_A,1231
Norte,Produto_A,2321
Norte,Produto_A,2443
Norte,Produto_A,2585
Norte,Produto_A,365
Norte,Produto_A,686
Norte,Produto_A,4228
Norte,Produto_A,1832
Norte,Produto_A,4694
Norte,Produto_A,300
Norte,Produto_A,2868
Norte,Produto_A,3688
Norte,Produto_A,4855
Norte,Produto_A,2301
Norte,Produto_A,148
Norte,Produto_A,4634
Norte,Produto_A,687
Norte,Produto_A,90
Norte,Produto_A,2144
Norte,Produto_A,3335
Norte,Produto_A,4138
Norte,Produto_A,1240
Norte,Produto_A,3097
Norte,Produto_A,2918
Norte,Produto_A,1118
Norte,Produto_A,3149
Norte,Produto_A,4693
Norte,Produto_A,3304
Norte,Produto_A,1538
Norte,Produto_A,692
Norte,Produto_A,191
Norte,Produto_A,3023
Norte,Produto_A,3449
Norte,Produto_A,4272
Norte,Produto_A,3846
Norte,Produto_A,1018
Norte,Produto_A,4294
Norte,Produto_A,2708
Norte,Produto_A,3021
Norte,Produto_A,2496
Norte,Produto_A,1623
Norte,Produto_A,4601
Norte,Produto_A,4153
Norte,Produto_A,2756
Norte,Produto_A,1605
Norte,Produto_A,42
Norte,Produto_A,381
Norte,Produto_A,2828
Norte,Produto_A,4884
Norte,Produto_A,774
Norte,Produto_A,600
Norte,Produto_A,1650
Norte,Produto_A,346
Norte,Produto_A,2078
Norte,Produto_A,2616
Norte,Produto_A,4689
Norte,Produto_A,3000
Norte,Produto_A,3253
Norte,Produto_A,4291
Norte,Produto_A,2879
Norte,Produto_A,1655
Norte,Produto_A,2352
Norte,Produto_A,4756
Norte,Produto_A,1213
Norte,Produto_A,3836
Norte,Produto_A,2970
Norte,Produto_A,1331
Norte,Produto_A,997
Norte,Produto_A,457
Norte,Produto_A,1780
Norte,Produto_A,610
Norte,Produto_A,4357
Norte,Produto_A,2238
Norte,Produto_A,1796
Norte,Produto_A,398
Norte,Produto_A,4075
Norte,Produto_A,2036
Norte,Produto_A,4909
Norte,Produto_A,2200
Norte,Produto_A,657
Norte,Produto_A,2930
Norte,Produto_A,3143
Norte,Produto_A,1259
Norte,Produto_A,289
Norte,Produto_A,4804
Norte,Produto_A,2586
Norte,Produto_A,3318
Norte,Produto_A,930
Norte,Produto_A,1455
Norte,Produto_A,1337
Norte,Produto_A,3806
Norte,Produto_A,1587
Norte,Produto_A,4339
Norte,Produto_A,1247
Norte,Produto_A,4107
Norte,Produto_A,1626
Norte,Produto_A,2313
Norte,Produto_A,4336
Norte,Produto_A,1897
Norte,Produto_A,2730
Norte,Produto_A,3590
Norte,Produto_A,3922
Norte,Produto_A,2400
Norte,Produto_A,20
Norte,Produto_A,1239
Norte,Produto_A,1806
Norte,Produto_A,1975
Norte,Produto_A,4085
Norte,Produto_A,2722
Norte,Produto_A,4587
Norte,Produto_A,442
Norte,Produto_A,453
Norte,Produto_A,2386
Norte,Produto_A,3531
Norte,Produto_A,2069
Norte,Produto_A,1124
Norte,Produto_A,2028
Norte,Produto_A,1948
Norte,Produto_A,2664
Norte,Produto_A,174
Norte,Produto_A,4588
Norte,Produto_A,479
Norte,Produto_A,3963
Norte,Produto_A,81
Norte,Produto_A,232
Norte,Produto_A,780
Norte,Produto_A,4925
Norte,Produto_A,3094
Norte,Produto_A,3882
Norte,Produto_A,3785
Norte,Produto_A,2309
Norte,Produto_A,2038
Norte,Produto_A,2155
Norte,Produto_A,3115
Norte,Produto_A,2108
Norte,Produto_A,3911
Norte,Produto_A,311
Norte,Produto_A,3818
Norte,Produto_A,2384
Norte,Produto_A,2431
Norte,Produto_A,436
Norte,Produto_A,108
Norte,Produto_A,2896
Norte,Produto_A,4815
Norte,Produto_A,4831
Norte,Produto_A,4370
Norte,Produto_A,3198
Norte,Produto_A,3290
Norte,Produto_A,3042
Norte,Produto_A,603
Norte,Produto_A,2852
Norte,Produto_A,727
Norte,Produto_A,243
Norte,Produto_A,925
Norte,Produto_A,2500
Norte,Produto_A,453
Norte,Produto_A,4740
Norte,Produto_A,3301
Norte,Produto_A,699
Norte,Produto_A,420
Norte,Produto_A,2907
Norte,Produto_A,4926
Norte,Produto_A,1503
Norte,Produto_A,4211
Norte,Produto_A,362
Norte,Produto_A,1560
Norte,Produto_A,4371
Norte,Produto_A,4831
Norte,Produto_A,120
Norte,Produto_A,3231
Norte,Produto_A,4929
Norte,Produto_A,2033
Norte,Produto_A,3600
Norte,Produto_A,2370
Norte,Produto_A,1513
Norte,Produto_A,2985
Norte,Produto_A,3698
Norte,Produto_A,1679
Norte,Produto_A,2987
Norte,Produto_A,4030
Norte,Produto_A,512
Norte,Produto_A,2216
Norte,Produto_A,4034
Norte,Produto_A,2971
Norte,Produto_A,4211
Norte,Produto_A,2453
Norte,Produto_A,2114
Norte,Produto_A,294
Norte,Produto_A,4368
Norte,Produto_A,2814
Norte,Produto_A,3213
Norte,Produto_A,89
Norte,Produto_A,1709
Norte,Produto_A,1845
Norte,Produto_A,3709
Norte,Produto_A,37
Norte,Produto_A,4330
Norte,Produto_A,672
Norte,Produto_A,182
Norte,Produto_A,3487
Norte,Produto_A,3901
Norte,Produto_A,1790
Norte,Produto_A,974
Norte,Produto_A,3626
Norte,Produto_A,3369
Norte,Produto_A,447
Norte,Produto_A,1657
Norte,Produto_A,1410
Norte,Produto_A,4127
Norte,Produto_A,4537
Norte,Produto_A,1835
Norte,Produto_A,4024
Norte,Produto_A,3611
Norte,Produto_A,1944
Norte,Produto_A,1816
Norte,Produto_A,2729
Norte,Produto_A,298
Norte,Produto_A,1597
Norte,Produto_A,1654
Norte,Produto_A,3372
Norte,Produto_A,4746
Norte,Produto_A,2684
Norte,Produto_A,189
Norte,Produto_A,1348
Norte,Produto_A,3076
Norte,Produto_A,3080
Norte,Produto_A,2992
Norte,Produto_A,3183
Norte,Produto_A,4747
Norte,Produto_A,2077
Norte,Produto_A,2688
Norte,Produto_A,2713
Norte,Produto_A,242
Norte,Produto_A,4286
Norte,Produto_A,929
Norte,Produto_A,2563
Norte,Produto_A,247
Norte,Produto_A,4573
Norte,Produto_A,3386
Norte,Produto_A,915
Norte,Produto_A,3883
Norte,Produto_A,4399
Norte,Produto_A,3807
Norte,Produto_A,2332
Norte,Produto_A,3467
Norte,Produto_A,4000
Norte,Produto_A,2033
Norte,Produto_A,4185
Norte,Produto_A,3774
Norte,Produto_A,4747
Norte,Produto_A,547
Norte,Produto_A,3243
Norte,Produto_A,1286
Norte,Produto_A,3751
Norte,Produto_A,555
Norte,Produto_A,4370
Norte,Produto_A,2619
Norte,Produto_A,1730
Norte,Produto_A,791
Norte,Produto_A,4923
Norte,Produto_A,1652
Norte,Produto_A,227
Norte,Produto_A,2249
Norte,Produto_A,4828
Norte,Produto_A,2071
Norte,Produto_A,1108
Norte,Produto_A,4034
Norte,Produto_A,1293
Norte,Produto_A,4647
Norte,Produto_A,4700
Norte,Produto_A,4463
Norte,Produto_A,2559
Norte,Produto_A,3055
Norte,Produto_A,118
Norte,Produto_A,2503
Norte,Produto_A,2424
Norte,Produto_A,814
Norte,Produto_A,4802
Norte,Produto_A,702
Norte,Produto_A,2766
Norte,Produto_A,1944
Norte,Produto_A,4120
Norte,Produto_A,3713
Norte,Produto_A,4578
Norte,Produto_A,3442
Norte,Produto_A,4372
Norte,Produto_A,4652
Norte,Produto_A,917
Norte,Produto_A,4704
Norte,Produto_A,1221
Norte,Produto_A,1937
Norte,Produto_A,2258
Norte,Produto_A,1733
Norte,Produto_A,1005
Norte,Produto_A,2539
Norte,Produto_A,732
Norte,Produto_A,2758
Norte,Produto_A,534
Norte,Produto_A,1796
Norte,Produto_A,3817
Norte,Produto_A,1337
Norte,Produto_A,1272
Norte,Produto_A,4029
Norte,Produto_A,2091
Norte,Produto_A,2507
Norte,Produto_A,853
Norte,Produto_A,1413
Norte,Produto_A,1561
Norte,Produto_A,3548
Norte,Produto_A,4790
Norte,Produto_A,3811
Norte,Produto_A,1520
Norte,Produto_A,2335
Norte,Produto_A,2508
Norte,Produto_A,1087
Norte,Produto_A,2549
Norte,Produto_A,4628
Norte,Produto_A,3256
Norte,Produto_A,482
Norte,Produto_A,791
Norte,Produto_A,1628
Norte,Produto_A,870
Norte,Produto_A,2252
Norte,Produto_A,3462
Norte,Produto_A,1616
Norte,Produto_A,2267
Norte,Produto_A,4724
Norte,Produto_A,3186
Norte,Produto_A,680
Norte,Produto_A,4504
Norte,Produto_A,1679
Norte,Produto_A,4879
Norte,Produto_A,1401
Norte,Produto_A,1301
Norte,Produto_A,2359
Norte,Produto_A,3862
Norte,Produto_A,4789
Norte,Produto_A,922
Norte,Produto_A,4453
Norte,Produto_A,2110
Norte,Produto_A,188
Norte,Produto_A,2
Norte,Produto_A,4020
Norte,Produto_A,1300
Norte,Produto_A,3237
Norte,Produto_A,4726
Norte,Produto_A,3282
Norte,Produto_A,4680
Norte,Produto_A,3809
Norte,Produto_A,2750
Norte,Produto_A,3608
Norte,Produto_A,2778
Norte,Produto_A,1786
Norte,Produto_A,2851
Norte,Produto_A,3020
Norte,Produto_A,2729
Norte,Produto_A,2871
Norte,Produto_A,4112
Norte,Produto_A,1296
Norte,Produto_A,4625
Norte,Produto_A,4932
Norte,Produto_A,4454
Norte,Produto_A,3495
Norte,Produto_A,1983
Norte,Produto_A,3264
Norte,Produto_A,2570
Norte,Produto_A,4964
Norte,Produto_A,1169
Norte,Produto_A,1355
Norte,Produto_A,1700
Norte,Produto_A,1008
Norte,Produto_A,4597
Norte,Produto_A,730
Norte,Produto_A,1275
Norte,Produto_A,3587
Norte,Produto_A,2441
Norte,Produto_A,2052
Norte,Produto_A,2018
Norte,Produto_A,193
Norte,Produto_A,4306
Norte,Produto_A,4544
Norte,Produto_A,1565
Norte,Produto_A,3299
Norte,Produto_A,832
Norte,Produto_A,2150
Norte,Produto_A,4127
Norte,Produto_A,2595
Norte,Produto_A,1547
Norte,Produto_A,1057
Norte,Produto_A,770
Norte,Produto_A,3995
Norte,Produto_A,1373
Norte,Produto_A,2357
Norte,Produto_A,4528
Norte,Produto_A,3778
Norte,Produto_A,3286
Norte,Produto_A,3488
Norte,Produto_A,2773
Norte,Produto_A,564
Norte,Produto_A,2954
Norte,Produto_A,1548
Norte,Produto_A,4228
Norte,Produto_A,4401
Norte,Produto_A,4070
Norte,Produto_A,2248
Norte,Produto_A,491
Norte,Produto_A,682
Norte,Produto_A,3326
Norte,Produto_A,2900
Norte,Produto_A,4574
Norte,Produto_A,4460
Norte,Produto_A,2178
Norte,Produto_A,4540
Norte,Produto_A,3715
Norte,Produto_A,991
Norte,Produto_A,2531
Norte,Produto_A,1089
Norte,Produto_A,3808
Norte,Produto_A,3860
Norte,Produto_A,2819
Norte,Produto_A,4100
Norte,Produto_A,4219
Norte,Produto_A,3648
Norte,Produto_A,2513
Norte,Produto_A,668
Norte,Produto_A,55
Norte,Produto_A,911
Norte,Produto_A,471
Norte,Produto_A,2141
Norte,Produto_A,3357
Norte,Produto_A,1298
Norte,Produto_A,4589
Norte,Produto_A,1921
Norte,Produto_A,4174
Norte,Produto_A,460
Norte,Produto_A,1608
Norte,Produto_A,2162
Norte,Produto_A,4499
Norte,Produto_A,1639
Norte,Produto_A,826
Norte,Produto_A,1387
Norte,Produto_A,3575
Norte,Produto_A,420
Norte,Produto_A,1462
Norte,Produto_A,1480
Norte,Produto_A,2396
Norte,Produto_A,1459
Norte,Produto_A,4959
Norte,Produto_A,4529
Norte,Produto_A,2677
Norte,Produto_A,517
Norte,Produto_A,777
Norte,Produto_A,3793
Norte,Produto_A,1153
Norte,Produto_A,2401
Norte,Produto_A,1847
Norte,Produto_A,2978
Norte,Produto_A,1147
Norte,Produto_A,3161
Norte,Produto_A,4862
Norte,Produto_A,2804
Norte,Produto_A,3968
Norte,Produto_A,3894
Norte,Produto_A,4288
Norte,Produto_A,4965
Norte,Produto_A,179
Norte,Produto_A,2267
Norte,Produto_A,4528
Norte,Produto_A,3189
Norte,Produto_A,275
Norte,Produto_A,3956
Norte,Produto_A,4917
Norte,Produto_A,381
Norte,Produto_A,1357
Norte,Produto_A,1409
Norte,Produto_A,2237
Norte,Produto_A,1471
Norte,Produto_A,1491
Norte,Produto_A,3613
Norte,Produto_A,3947
Norte,Produto_A,1828
Norte,Produto_A,1879
Norte,Produto_A,4190
Norte,Produto_A,4815
Norte,Produto_A,847
Norte,Produto_A,4817
Norte,Produto_A,3573
Norte,Produto_A,1375
Norte,Produto_A,3356
Norte,Produto_A,1271
Norte,Produto_A,3299
Norte,Produto_A,907
Norte,Produto_A,4010
Norte,Produto_A,4730
Norte,Produto_A,2417
Norte,Produto_A,4807
Norte,Produto_A,4805
Norte,Produto_A,4743
Norte,Produto_A,2678
Norte,Produto_A,3609
Norte,Produto_A,1418
Norte,Produto_A,1110
Norte,Produto_A,3407
Norte,Produto_A,2920
Norte,Produto_A,4046
Norte,Produto_A,449
Norte,Produto_A,1409
Norte,Produto_A,351
Norte,Produto_A,3660
Norte,Produto_A,264
Norte,Produto_A,3786
Norte,Produto_A,3293
Norte,Produto_A,1764
Norte,Produto_A,4093
Norte,Produto_A,301
Norte,Produto_A,3883
Norte,Produto_A,325
Norte,Produto_A,1587
Norte,Produto_A,1167
Norte,Produto_A,4817
Norte,Produto_A,1690
Norte,Produto_A,1361
Norte,Produto_A,4602
Norte,Produto_A,2070
Norte,Produto_A,61
Norte,Produto_A,1820
Norte,Produto_A,4443
Norte,Produto_A,3683
Norte,Produto_A,3189
Norte,Produto_A,2771
Norte,Produto_A,1237
Norte,Produto_A,3076
Norte,Produto_A,1374
Norte,Produto_A,4475
Norte,Produto_A,2264
Norte,Produto_A,4935
Norte,Produto_A,1598
Norte,Produto_A,4262
Norte,Produto_A,3282
Norte,Produto_A,4370
Norte,Produto_A,4882
Norte,Produto_A,4391
Norte,Produto_A,2600
Norte,Produto_A,1809
Norte,Produto_A,522
Norte,Produto_A,3450
Norte,Produto_A,2703
Norte,Produto_A,16
Norte,Produto_A,2302
Norte,Produto_A,482
Norte,Produto_A,486
Norte,Produto_A,4208
Norte,Produto_A,4034
Norte,Produto_A,3394
Norte,Produto_A,813
Norte,Produto_A,645
Norte,Produto_A,3624
Norte,Produto_A,728
Norte,Produto_A,2469
Norte,Produto_A,775
Norte,Produto_A,2097
Norte,Produto_A,5
Norte,Produto_A,4343
Norte,Produto_A,3959
Norte,Produto_A,952
Norte,Produto_A,4196
Norte,Produto_A,2913
Norte,Produto_A,4760
Norte,Produto_A,211
Norte,Produto_A,1183
Norte,Produto_A,2310
Norte,Produto_A,3699
Norte,Produto_A,1889
Norte,Produto_A,376
Norte,Produto_A,19
Norte,Produto_A,4117
Norte,Produto_A,133
Norte,Produto_A,1889
Norte,Produto_A,950
Norte,Produto_A,2169
Norte,Produto_A,4561
Norte,Produto_A,4673
Norte,Produto_A,1138
Norte,Produto_A,759
Norte,Produto_A,3211
Norte,Produto_A,1576
Norte,Produto_A,4542
Norte,Produto_A,1033
Norte,Produto_A,3309
Norte,Produto_A,202
Norte,Produto_A,1273
Norte,Produto_A,4547
Norte,Produto_A,2175
Norte,Produto_A,3701
Norte,Produto_A,3567
Norte,Produto_A,4899
Norte,Produto_A,4947
Norte,Produto_A,2641
Norte,Produto_A,1761
Norte,Produto_A,160
Norte,Produto_A,470
Norte,Produto_A,4034
Norte,Produto_A,2534
Norte,Produto_A,4397
Norte,Produto_A,4867
Norte,Produto_A,4620
Norte,Produto_A,1414
Norte,Produto_A,1696
Norte,Produto_A,1057
Norte,Produto_A,3685
Norte,Produto_A,1576
Norte,Produto_A,46
Norte,Produto_A,151
Norte,Produto_A,3458
Norte,Produto_A,451
Norte,Produto_A,3281
Norte,Produto_A,896
Norte,Produto_A,300
